loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,zip_code,addr_state
11200,11200,11200, 36 months,8.19,351.95,A,A4,VP,1 year,OWN,130000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,200xx,DC
20000,20000,20000, 36 months,7.02,617.73,A,A2,Medical payment specialist ,3 years,RENT,54000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,800xx,CO
15000,15000,15000, 60 months,16.91,372.07,C,C5,OTR Driver,5 years,OWN,80000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,335xx,FL
6400,6400,6400, 36 months,17.97,231.28,D,D1,Service manager,< 1 year,MORTGAGE,95000,Source Verified,Dec-18,Current,renewable_energy,Green loan,844xx,UT
12000,12000,12000, 60 months,14.47,282.16,,,Remote Network Analyst,10+ years,MORTGAGE,78000,Not Verified,Dec-18,Current,medical,Medical expenses,067xx,CT
40000,40000,40000, 60 months,18.94,1036.31,D,D2,Care Giver,2 years,RENT,20000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,604xx,IL
17000,17000,17000, 36 months,8.19,534.21,A,A4,,,MORTGAGE,62000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,448xx,OH
25000,25000,25000, 60 months,11.8,553.59,B,B4,Network Engineer,6 years,MORTGAGE,205000,,Dec-18,Current,debt_consolidation,Debt consolidation,201xx,VA
24000,24000,24000, 60 months,8.81,496,A,A5,Laborer,8 years,MORTGAGE,72000,Verified,Dec-18,Current,credit_card,Credit card refinancing,010xx,MA
12000,12000,12000, 36 months,8.19,377.09,A,A4,Chief Inspector,5 years,RENT,160000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,774xx,TX
35000,35000,35000, 60 months,14.47,822.95,C,C2,Vice President Sales,3 years,MORTGAGE,215000,Verified,Dec-18,Current,credit_card,Credit card refinancing,297xx,SC
10000,10000,10000, 36 months,6.46,306.31,A,A1,Sales Manager,5 years,MORTGAGE,130000,Not Verified,Dec-18,Current,home_improvement,Home improvement,774xx,TX
8000,8000,8000, 36 months,23.4,311.35,E,E1,Manager - Agent,2 years,RENT,100000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,800xx,CO
14400,14400,14400, 36 months,8.81,456.65,A,A5,Account manager,7 years,MORTGAGE,57000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,327xx,FL
23500,23500,23500, 60 months,13.56,541.46,C,C1,Case advocate,6 years,RENT,63192,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,850xx,AZ
6000,6000,6000, 36 months,12.98,202.11,B,B5,,,RENT,23000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,761xx,TX
26325,26325,26325, 36 months,7.56,819.6,A,A3,Admin Officer,2 years,,140000,Source Verified,Dec-18,Current,home_improvement,Home improvement,809xx,CO
12750,12750,12750, 60 months,13.56,293.77,C,C1,,< 1 year,MORTGAGE,75500,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,230xx,VA
40000,40000,40000, 60 months,13.56,921.64,C,C1,Department Supervisor ,10+ years,RENT,150000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,111xx,NY
38000,38000,38000, 36 months,6.46,1163.98,A,A1,Regional Manager,2 years,MORTGAGE,175000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,370xx,TN
28000,28000,28000, 60 months,12.98,636.8,,,Canine Handler ,8 years,,80000,Not Verified,Dec-18,Current,major_purchase,Major purchase,088xx,NJ
20000,20000,20000, 60 months,16.14,487.86,C,C4,Assistant Superintendent ,< 1 year,RENT,,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,928xx,CA
12000,12000,12000, 60 months,8.19,244.41,A,A4,Fraud & Security Analyst,8 years,RENT,62000,,Dec-18,Current,debt_consolidation,Debt consolidation,276xx,NC
40000,40000,40000, 60 months,11.8,885.75,B,B4,Child Care Specialist ,2 years,MORTGAGE,38000,Verified,Dec-18,Current,credit_card,Credit card refinancing,627xx,IL
7500,7500,7500, 36 months,8.19,235.69,A,A4,,< 1 year,RENT,35000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,946xx,CA
8000,8000,8000, 36 months,11.31,263.09,,,,,MORTGAGE,25000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,349xx,FL
8000,8000,8000, 36 months,12.98,269.48,B,B5,Carpenter ,10+ years,OWN,89675,Not Verified,Dec-18,Fully Paid,debt_consolidation,Debt consolidation,464xx,IN
4950,4950,4950, 36 months,8.19,155.55,A,A4,Cutting lead,7 years,RENT,45000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,970xx,OR
6000,6000,6000, 36 months,16.14,211.36,C,C4,Document Control,2 years,RENT,31000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,282xx,NC
12000,12000,12000, 36 months,11.8,397.43,B,B4,,,OWN,67000,,Dec-18,Current,credit_card,Credit card refinancing,231xx,VA
12000,12000,12000, 60 months,12.98,272.92,B,B5,,,MORTGAGE,54250,Verified,Dec-18,Current,credit_card,Credit card refinancing,564xx,MN
16000,16000,16000, 60 months,15.02,380.81,C,C3,Section Chief (Accountant),10+ years,OWN,152000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,207xx,MD
10000,10000,10000, 60 months,8.19,203.68,A,A4,Information Technology,2 years,RENT,72800,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,532xx,WI
40000,40000,40000, 36 months,8.81,1268.46,A,A5,,< 1 year,MORTGAGE,134000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,585xx,ND
40000,40000,40000, 60 months,10.72,864.13,B,B2,Teacher,10+ years,MORTGAGE,90000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,070xx,NJ
16000,16000,16000, 36 months,6.46,490.1,A,A1,District Manager,9 years,MORTGAGE,85000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,410xx,KY
30000,30000,30000, 36 months,18.94,1098.78,D,D2,Commercial driver,4 years,MORTGAGE,75000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,016xx,MA
2000,2000,2000, 36 months,24.37,78.86,,,Assistant Customer Service Manager,6 years,RENT,3500,Verified,Dec-18,Current,vacation,Vacation,201xx,VA
10000,10000,10000, 36 months,8.19,314.25,A,A4,Owner,9 years,MORTGAGE,185000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,750xx,TX
6000,6000,6000, 36 months,8.81,190.27,A,A5,Head Quality Systems,6 years,RENT,170000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,761xx,TX
18000,18000,18000, 36 months,8.81,570.81,A,A5,Pastor,10+ years,MORTGAGE,100000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,787xx,TX
8000,8000,8000, 36 months,12.98,269.48,B,B5,Clerk,10+ years,,76000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,440xx,OH
16000,16000,16000, 36 months,6.46,490.1,A,A1,Fire Alarm Programmer 5 ,< 1 year,MORTGAGE,120000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,802xx,CO
30000,30000,30000, 60 months,16.14,731.78,C,C4,,< 1 year,RENT,122000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,871xx,NM
5500,5500,5500, 36 months,16.91,195.85,C,C5,Provider Enrollment Specialist,4 years,RENT,44000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,284xx,NC
28000,28000,28000, 36 months,11.31,920.81,B,B3,Safety Director,10+ years,,167086,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,614xx,IL
19500,19500,19500, 36 months,24.37,768.84,E,E2,Nurse,10+ years,RENT,56000,Verified,Dec-18,Current,credit_card,Credit card refinancing,112xx,NY
17000,17000,17000, 60 months,13.56,391.7,C,C1,Security engineer,1 year,MORTGAGE,135000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,957xx,CA
10800,10800,10800, 36 months,7.56,336.25,A,A3,,,RENT,,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,840xx,UT
10000,10000,10000, 36 months,10.72,326.07,B,B2,Personal Banker ,5 years,RENT,40000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,303xx,GA
15000,15000,15000, 36 months,7.02,463.3,A,A2,Nurse RN,3 years,,60000,Not Verified,Dec-18,Current,car,Car financing,322xx,FL
32000,32000,32000, 36 months,8.81,1014.77,,,,,,81597,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,370xx,TN
11600,11600,11600, 36 months,24.37,457.36,,,Sargeant,6 years,OWN,90000,Source Verified,Dec-18,Current,other,Other,809xx,CO
40000,40000,40000, 36 months,7.56,1245.36,A,A3,Senior attorney,< 1 year,MORTGAGE,160000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,488xx,MI
4000,4000,4000, 36 months,11.8,132.48,B,B4,Financial Services Examiner 1,3 years,RENT,65000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,103xx,NY
20000,20000,20000, 36 months,11.8,662.38,B,B4,,,RENT,42000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,920xx,CA
40000,40000,40000, 60 months,8.19,814.7,A,A4,Manager,10+ years,OWN,85000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,565xx,MN
20000,20000,20000, 36 months,17.97,722.75,D,D1,sales,10+ years,MORTGAGE,85000,Not Verified,Dec-18,Current,home_improvement,Home improvement,770xx,TX
26000,26000,26000, 60 months,12.98,591.32,B,B5,,,OWN,100000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,851xx,AZ
11500,11500,11500, 60 months,13.56,264.97,C,C1,Warehouse associate ,2 years,RENT,27900,Verified,Dec-18,Current,credit_card,Credit card refinancing,293xx,SC
15000,15000,15000, 36 months,6.46,459.47,A,A1,Metal Tech,4 years,MORTGAGE,,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,229xx,VA
6000,6000,6000, 36 months,6.46,183.79,A,A1,HR Specialist,3 years,MORTGAGE,82195,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,300xx,GA
24000,24000,24000, 36 months,16.91,854.6,C,C5,Associate,< 1 year,,40000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,206xx,MD
20000,20000,20000, 36 months,8.81,634.23,A,A5,Manufacturers Representative,2 years,OWN,120000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,113xx,NY
2700,2700,2700, 36 months,7.56,84.07,A,A3,Image Editor,4 years,RENT,31000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,232xx,VA
15500,15500,15500, 36 months,14.47,533.3,C,C2,Senior Paralegal,2 years,MORTGAGE,95000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,023xx,MA
16000,16000,16000, 60 months,15.02,380.81,,,Millwright,10+ years,MORTGAGE,82000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,974xx,OR
11200,11200,11200, 36 months,15.02,388.37,C,C3,Delivery Driver,2 years,RENT,60000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,950xx,CA
5500,5500,5500, 36 months,10.33,178.33,B,B1,Driver,1 year,MORTGAGE,52355,Not Verified,Dec-18,Current,house,Home buying,351xx,AL
4000,4000,4000, 36 months,16.91,142.44,,,csr,< 1 year,OWN,75000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,088xx,NJ
3500,3500,3500, 36 months,23.4,136.22,E,E1,,< 1 year,RENT,40000,Not Verified,Dec-18,Current,other,Other,905xx,CA
5000,5000,5000, 36 months,8.19,157.13,A,A4,,,MORTGAGE,64500,Not Verified,Dec-18,Current,home_improvement,Home improvement,857xx,AZ
5000,5000,5000, 36 months,7.56,155.67,A,A3,Material handler,3 years,RENT,,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,339xx,FL
15000,15000,15000, 36 months,10.33,486.34,B,B1,Maintenance supervisor ,6 years,,38000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,379xx,TN
30000,30000,30000, 36 months,19.92,1113.69,D,D3,Billing Representative ,< 1 year,OWN,65000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,917xx,CA
40000,40000,40000, 60 months,14.47,940.51,C,C2,Echocardiographer,10+ years,MORTGAGE,80000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,286xx,NC
7500,7500,7500, 36 months,16.14,264.2,C,C4,District Sales Manager,7 years,OWN,30000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,871xx,NM
10000,10000,10000, 36 months,12.98,336.85,B,B5,Management ,5 years,RENT,60000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,112xx,NY
12000,12000,12000, 36 months,18.94,439.51,D,D2,Appraisal Technician ,< 1 year,OWN,35000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,933xx,CA
19000,19000,19000, 60 months,13.56,437.78,C,C1,Manager,4 years,RENT,45000,,Dec-18,Current,debt_consolidation,Debt consolidation,331xx,FL
20725,20725,20725, 36 months,10.72,675.77,B,B2,City Engineer,1 year,MORTGAGE,40000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,641xx,MO
13550,13550,13550, 36 months,7.56,421.87,A,A3,Business Analyst,10+ years,RENT,80000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,152xx,PA
8000,8000,8000, 36 months,13.56,271.72,C,C1,,< 1 year,,50000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,431xx,OH
2750,2750,2750, 36 months,6.46,84.24,A,A1,Manager,7 years,RENT,,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,295xx,SC
9000,9000,9000, 36 months,11.8,298.07,B,B4,Line Cook,2 years,MORTGAGE,40000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,180xx,PA
27000,27000,27000, 60 months,17.97,685.19,D,D1,Financial Analyst ,2 years,RENT,75000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,891xx,NV
34100,34100,34100, 60 months,19.92,901.93,D,D3,Director Product Management,10+ years,MORTGAGE,194000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,069xx,CT
10000,10000,10000, 60 months,14.47,235.13,C,C2,Floor Tech,2 years,OWN,32000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,238xx,VA
9600,9600,9600, 36 months,20.89,361.14,D,D4,Line cook,< 1 year,,20000,Not Verified,Dec-18,Current,other,Other,466xx,IN
6000,6000,6000, 36 months,10.72,195.64,B,B2,,< 1 year,RENT,35000,Not Verified,Dec-18,Current,other,Other,331xx,FL
30000,30000,30000, 60 months,14.47,705.38,C,C2,Manager,10+ years,MORTGAGE,65000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,487xx,MI
12000,12000,12000, 60 months,15.02,285.61,C,C3,Sterile processing,1 year,MORTGAGE,39000,Verified,Dec-18,Current,credit_card,Credit card refinancing,346xx,FL
15000,15000,15000, 36 months,8.19,471.37,A,A4,District Manager,1 year,RENT,120000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,027xx,MA
18000,18000,18000, 36 months,10.33,583.61,,,Business Analyst,1 year,MORTGAGE,100000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,300xx,GA
30000,30000,30000, 60 months,22.35,834.55,D,D5,Custodial Manager,10+ years,RENT,102000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,013xx,MA
5000,5000,5000, 36 months,10.72,163.04,B,B2,General Manager,2 years,RENT,78000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,774xx,TX
5000,5000,5000, 36 months,11.8,165.6,B,B4,,,,35000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,080xx,NJ
30000,30000,30000, 36 months,8.81,951.35,A,A5,Childrens Pastor,10+ years,OWN,48000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,796xx,TX
16000,16000,16000, 60 months,12.98,363.89,B,B5,Driver,10+ years,RENT,99000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,074xx,NJ
6000,6000,5975, 36 months,7.02,185.32,A,A2,Feeder Driver,10+ years,MORTGAGE,130000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,607xx,IL
2000,2000,1975, 36 months,8.81,63.43,,,Eligibility Technician,10+ years,RENT,48035,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,922xx,CA
40000,40000,40000, 60 months,10.72,864.13,B,B2,Manager,10+ years,MORTGAGE,255000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,088xx,NJ
16000,16000,16000, 36 months,8.81,507.39,A,A5,,< 1 year,MORTGAGE,114500,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,773xx,TX
4000,4000,3725, 36 months,10.72,130.43,B,B2,Program Manager,6 years,MORTGAGE,90000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,300xx,GA
4800,4800,4800, 36 months,13.56,163.03,C,C1,Service Coordinator - Caregiver,10+ years,RENT,66000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,952xx,CA
14500,14500,14500, 60 months,10.33,310.45,B,B1,Facilitator,4 years,,53000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,900xx,CA
25000,25000,25000, 36 months,14.47,860.16,C,C2,Director of Corporate Development,2 years,MORTGAGE,140000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,087xx,NJ
2500,2500,2500, 36 months,11.31,82.22,B,B3,Manager,10+ years,MORTGAGE,76000,Source Verified,Dec-18,Current,other,Other,902xx,CA
25000,25000,25000, 60 months,13.56,576.02,,,Dedicated Driver,10+ years,MORTGAGE,82000,,Dec-18,Current,debt_consolidation,Debt consolidation,271xx,NC
8000,8000,8000, 36 months,17.97,289.1,D,D1,MA,5 years,OWN,21750,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,933xx,CA
7400,7400,7125, 36 months,10.33,239.93,B,B1,Bank Teller,< 1 year,RENT,21000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,940xx,CA
16500,16500,16500, 36 months,8.81,523.24,A,A5,Detention Deputy,2 years,MORTGAGE,50000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,321xx,FL
16000,16000,16000, 60 months,11.31,350.36,B,B3,Director of recreational facilities,10+ years,MORTGAGE,86000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,070xx,NJ
10000,10000,10000, 60 months,13.56,230.41,C,C1,Electrician ll,3 years,,75000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,937xx,CA
18500,18500,18500, 60 months,18.94,479.29,D,D2,assembly,7 years,MORTGAGE,42000,Not Verified,Dec-18,Current,other,Other,078xx,NJ
21000,21000,21000, 60 months,13.56,483.86,C,C1,,,MORTGAGE,55000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,329xx,FL
3800,3800,3775, 36 months,7.02,117.37,A,A2,Assistant store manager ,< 1 year,RENT,58000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,752xx,TX
9800,9800,9800, 36 months,8.81,310.78,A,A5,,,,120000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,921xx,CA
13000,13000,12725, 36 months,10.33,421.5,B,B1,"Sr. Manager, Logistics Operations",6 years,MORTGAGE,86100,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,329xx,FL
25000,25000,25000, 36 months,8.19,785.61,A,A4,outside sales,10+ years,RENT,125000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,322xx,FL
5250,5250,5250, 36 months,8.81,166.49,A,A5,Vet tech,10+ years,MORTGAGE,100000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,208xx,MD
4200,4200,4200, 36 months,19.92,155.92,D,D3,,,MORTGAGE,110000,Not Verified,Dec-18,Current,other,Other,895xx,NV
3000,3000,3000, 36 months,19.92,111.37,D,D3,IT Technician,2 years,RENT,60000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,775xx,TX
8000,8000,7975, 36 months,8.81,253.7,A,A5,Social Worker,7 years,RENT,65000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,484xx,MI
6000,6000,6000, 36 months,18.94,219.76,D,D2,,,RENT,28000,Not Verified,Dec-18,Current,medical,Medical expenses,200xx,DC
20000,20000,20000, 60 months,27.27,613.94,E,E5,Sales Area Manager,< 1 year,RENT,,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,334xx,FL
20000,20000,20000, 60 months,20.89,539.84,D,D4,,,,57000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,281xx,NC
10000,10000,10000, 36 months,7.02,308.87,A,A2,Service Manager,10+ years,MORTGAGE,70000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,461xx,IN
15500,15500,15500, 60 months,11.8,343.23,,,Mail carrier,9 years,RENT,70000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,802xx,CO
4500,4500,4500, 36 months,16.14,158.52,C,C4,Sales Rep,3 years,RENT,40000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,334xx,FL
15600,15600,15325, 36 months,11.8,516.66,B,B4,,,MORTGAGE,41000,Not Verified,Dec-18,Current,other,Other,295xx,SC
5000,5000,5000, 36 months,17.97,180.69,D,D1,Salesman ,10+ years,OWN,55992,Not Verified,Dec-18,Fully Paid,credit_card,Credit card refinancing,234xx,VA
30000,30000,30000, 60 months,10.33,642.3,B,B1,Registered Nurse,4 years,MORTGAGE,100000,Not Verified,Dec-18,Current,home_improvement,Home improvement,973xx,OR
10000,10000,10000, 36 months,17.97,361.38,,,Development Analyst,2 years,,80000,,Dec-18,Current,credit_card,Credit card refinancing,925xx,CA
14000,14000,14000, 60 months,18.94,362.71,D,D2,FInancial Representative,9 years,MORTGAGE,232000,Not Verified,Dec-18,Current,major_purchase,Major purchase,730xx,OK
16000,16000,16000, 60 months,15.02,380.81,C,C3,Teacher,4 years,MORTGAGE,51000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,338xx,FL
10000,10000,10000, 60 months,11.8,221.44,B,B4,Police Officer,10+ years,MORTGAGE,85000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,014xx,MA
1200,1200,1200, 36 months,14.47,41.29,C,C2,utility supervisor,10+ years,MORTGAGE,39000,Not Verified,Dec-18,Current,major_purchase,Major purchase,495xx,MI
30000,30000,29975, 36 months,8.81,951.35,A,A5,Oracle Commerce Architect,1 year,MORTGAGE,230000,,Dec-18,Current,debt_consolidation,Debt consolidation,073xx,NJ
20000,20000,20000, 36 months,8.81,634.23,A,A5,Corporate Director of Staffing ,1 year,,100000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,076xx,NJ
15000,15000,15000, 60 months,16.91,372.07,C,C5,Teacher,4 years,RENT,38000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,693xx,NE
5000,5000,5000, 36 months,26.31,202.28,E,E4,Clerk,10+ years,RENT,60000,Source Verified,Dec-18,Current,other,Other,114xx,NY
5600,5600,5600, 36 months,8.81,177.59,A,A5,,,MORTGAGE,74400,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,410xx,KY
15525,15525,15525, 36 months,15.02,538.34,C,C3,lpn,3 years,RENT,55852,Source Verified,Dec-18,Current,other,Other,132xx,NY
22000,22000,22000, 36 months,6.46,673.88,A,A1,Operations Director,8 years,,120000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,015xx,MA
18000,18000,18000, 36 months,10.72,586.92,B,B2,laborer,10+ years,MORTGAGE,55000,,Dec-18,Current,home_improvement,Home improvement,133xx,NY
12000,12000,12000, 36 months,11.31,394.63,B,B3,truck driver,10+ years,RENT,54000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,906xx,CA
12000,12000,12000, 36 months,8.81,380.54,A,A5,Service Manager,9 years,RENT,68000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,750xx,TX
13200,13200,13200, 60 months,27.27,405.2,,,VP Financial Center Manager,10+ years,,91000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,928xx,CA
16000,16000,16000, 60 months,13.56,368.66,C,C1,Administrative Assistant ,10+ years,MORTGAGE,72000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,604xx,IL
28000,28000,28000, 60 months,14.47,658.36,,,Activity Director,1 year,RENT,66000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,984xx,WA
15000,15000,14725, 36 months,11.8,496.79,B,B4,Prep car center,4 years,RENT,,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,106xx,NY
25000,25000,25000, 60 months,11.8,553.59,B,B4,Pastor,5 years,MORTGAGE,110000,,Dec-18,Current,debt_consolidation,Debt consolidation,751xx,TX
17500,17500,17500, 36 months,8.19,549.93,A,A4,Nurse Practitioner,4 years,RENT,140000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,107xx,NY
11000,11000,11000, 36 months,8.81,348.83,A,A5,Naval Aviator,4 years,RENT,100000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,921xx,CA
7000,7000,7000, 36 months,16.14,246.59,C,C4,Server,4 years,RENT,71319,Not Verified,Dec-18,Current,major_purchase,Major purchase,802xx,CO
6300,6300,6300, 36 months,10.33,204.27,B,B1,Principal Presales Consultant,10+ years,MORTGAGE,149000,Verified,Dec-18,Current,vacation,Vacation,088xx,NJ
6000,6000,5725, 36 months,10.72,195.64,B,B2,Judge,10+ years,MORTGAGE,151821.96,Not Verified,Dec-18,Current,home_improvement,Home improvement,339xx,FL
8000,8000,7975, 36 months,7.56,249.08,A,A3,Merchant Performance Analyst ,3 years,MORTGAGE,82440,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,840xx,UT
24000,24000,24000, 60 months,10.72,518.48,B,B2,Director Marketing,7 years,MORTGAGE,175000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,460xx,IN
5500,5500,5475, 36 months,13.56,186.81,,,,,RENT,11565,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,982xx,WA
10000,10000,10000, 36 months,19.92,371.23,D,D3,MIS Director,10+ years,RENT,124000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,558xx,MN
17000,17000,17000, 36 months,7.02,525.07,,,Sales,2 years,RENT,66000,,Dec-18,Current,debt_consolidation,Debt consolidation,919xx,CA
10400,10400,10400, 60 months,13.56,239.63,C,C1,Slitting Operator,2 years,MORTGAGE,90000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,238xx,VA
5000,5000,5000, 36 months,14.47,172.04,C,C2,,,OWN,57000,Not Verified,Dec-18,Current,home_improvement,Home improvement,038xx,NH
40000,40000,40000, 36 months,11.8,1324.76,B,B4,Transportation; Mail Man,5 years,RENT,57000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,334xx,FL
40000,40000,40000, 36 months,8.81,1268.46,A,A5,Software development manager,2 years,,160000,Source Verified,Dec-18,Fully Paid,major_purchase,Major purchase,906xx,CA
24000,24000,24000, 60 months,17.97,609.06,D,D1,Supply Chain Manager,10+ years,RENT,110000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,060xx,CT
7200,7200,7175, 36 months,16.14,253.63,C,C4,Freight Broker,1 year,MORTGAGE,42000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,282xx,NC
4200,4200,4175, 36 months,8.19,131.99,A,A4,Personal loan specialist,5 years,MORTGAGE,100000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,700xx,LA
10000,10000,9975, 36 months,13.56,339.65,C,C1,Accounts Payable Clerk,5 years,RENT,38000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,917xx,CA
